B	window	eval_start	eval_end	stratum	lens	build_docs	eval_docs	n_eligible	obs_total	null_mean	null_sd	z_seg	formed	binom_p	uninformative	null_kind	R	ratio	null_min	null_max	mc_p_lo	mc_p_hi	mc_p_2s	drift_reps	inc_before	inc_after	collapsed_frac	docs_changed	toks_changed
4	1	2020Q2	2020Q3	WSB	union	70164	84951	77	695	658.383	24.67477073854993	1.4839854192765578	2	0.18004983570116478	0	label	1000	1.0556165636111503	584.0	725.0	0.9330669330669331	0.06993006993006994	0.13986013986013987	10	338433.0	318710.4	0.058276231927737475	8977.5	290.8
4	2	2020Q3	2020Q4	WSB	union	101474	95297	64	199	180.831	13.192287102697545	1.3772441320114108	2	0.13462396498317036	0	label	1000	1.1004750291708834	141.0	216.0	0.916083916083916	0.0969030969030969	0.1938061938061938	10	333911.0	311012.4	0.06857695613501795	9935.7	282.5
4	3	2020Q4	2021Q1	WSB	union	132283	519818	124	1125	486.7	20.04450049265384	31.84414599076351	24	9.920894169186748e-24	0	label	1000	2.3114855146907747	418.0	551.0	1.0	0.000999000999000999	0.001998001998001998	10	1176917.0	1025928.5	0.12829154477333576	64933.8	251.0
4	4	2021Q1	2021Q2	WSB	union	173357	587814	318	2891	1705.944	35.26914889815177	33.60035716830414	51	2.8137626654506396e-44	0	label	1000	1.6946628963201606	1579.0	1824.0	1.0	0.000999000999000999	0.001998001998001998	10	1272101.0	1110285.8	0.1272031073004423	72299.1	234.9
4	5	2021Q2	2021Q3	WSB	union	604769	166668	498	603	892.649	31.60107275077857	-9.165796436225849	5	0.5568583582612042	0	label	1000	0.675517476634153	798.0	986.0	0.000999000999000999	1.0	0.001998001998001998	10	419209.0	384755.9	0.08218597406067135	14827.2	212.9
4	18	2024Q3	2024Q4	WSB	union	127937	68167	131	357	499.798	20.811515946706045	-6.86148958901773	1	0.7319532830830855	0	label	1000	0.7142885725833237	429.0	571.0	0.000999000999000999	1.0	0.001998001998001998	10	187114.0	176672.1	0.05580501726220376	4968.1	202.8
4	4	2021Q1	2021Q2	DD	union	83441	94386	211	522	772.671	27.160610431284496	-9.229210832142007	0	1.0	0	label	1000	0.6755786097834654	699.0	856.0	0.000999000999000999	1.0	0.001998001998001998	10	198116.0	186184.7	0.060223808273940464	6253.7	173.3
4	5	2021Q2	2021Q3	DD	union	132879	51413	345	242	542.263	23.10865273009225	-12.993531189682706	0	1.0	0	label	1000	0.4462779131159603	478.0	613.0	0.000999000999000999	1.0	0.001998001998001998	10	117326.0	113306.9	0.03425583417145395	2355.5	163.9
